gid,nom,com_nom
609,Salle Fernand Pellicer - Orléans La Source,Orléans
142,Centre de vaccination du centre hospitalier de Valence,Valence
137,Centre vaccination-Centre hospitalier d'Aurillac  ,Aurillac
691,"Accueil jeunesse - Centre de vaccination ""grand public"" - La Loupe",La Loupe
695,Centre de vaccination Tours-Les halles,Tours
1714,Graçay CV éphémère,Graçay
962,Centre de vaccination public - Salle des fêtes Jean Moulin ,Villedieu-sur-Indre
712,Espace Jorge Semprun - Blois,Blois
3241, Centre de vaccination Cozzano,Cozzano
3238,Centre de vaccination Intercommunal Les Abrets en Dauphine,Les Abrets en Dauphiné
656,Centre Exposition Fabrique Normant - salle culturelle,Romorantin-Lanthenay
1122,Pôle de santé de Valençay /CPTS Boischaut nord,Valençay
710,Salle Molière - Amboise,Amboise
3244,Centre de vaccination 5-11 ans Vesoul,Vesoul
1396,Centre de vaccination - Sully-sur-Loire,Sully-sur-Loire
203,Centre de vaccination de Thiers - Centre hospitalier - Locaux USN 2,Thiers
1419,CV éphémère - Sancergues,Sancergues
1427,Equipe mobile - CD 45,Orléans
1329,Espace Tivoli - Chatillon,Châtillon-sur-Indre
1342,Centre de vaccination - la Gare des Collines - Maison France Service,Mondoubleau
1362,CV éphémère Henrichemont,Henrichemont
1963,Centre de vaccination SOS Médecins 37,Tours
1701,Salle des fêtes Maurice Leblond - Maintenon-Pierres CV éphémère,Pierres
1703,La guerche sur l'Aubois CV éphémère,La Guerche-sur-l'Aubois
1704,Trouy/Plaimpied Cv éphémère,Trouy
1713,Boulleret CV éphémère,Boulleret
1353,Centre hospitalier de Beaugency - centre de vaccination public,Beaugency
3242,Hôpital de Bonifacio,Bonifacio
1964,Centre de vaccination Neung-sur-Beuvron,Neung-sur-Beuvron
1965,CV éphémère Meung-sur-Loire,Meung-sur-Loire
1974,Centre de vaccination éphémère de Veuzain sur Loire,Veuzain-sur-Loire
1975,CV éphémère d'Oucques la nouvelle,Oucques La Nouvelle
1699,Salle polyvalente La Savonnière - Epernon,Épernon
1702,Centre de vaccination pérenne,Saint-Doulchard
1700,Brezolles- CV éphémère - Gymnase,Brezolles
1979,Centre de vaccination éphémère de Montoire sur le Loir,Montoire-sur-le-Loir
1980,Centre de vaccination éphémère de Mur de Sologne,Mur-de-Sologne
1981,Centre de vaccination éphémère de Bracieux,Bracieux
1982,Centre de vaccination éphémère de St Armand Longpré,Saint-Amand-Longpré
2013,Caserne SDIS Bourges (danjons) CV éphémère,Bourges
2019,Vailly sur sauldre CV éphémère,Vailly-sur-Sauldre
1977,Centre de vaccination éphémère de de Saint Laurent Nouan,Saint-Laurent-Nouan
2039,Selles sur Cher centre éphémère,Selles-sur-Cher
2041,Beauce la romaine centre éphémère,Beauce la Romaine
2014,Saint Martin d'Auxigny CV éphémère,Saint-Martin-d'Auxigny
2037,Montrichard CV éphémère,Montrichard Val de Cher
1983,Centre de vaccination de Salbris,Salbris
2046,Monthou sur Bièvre,Monthou-sur-Bièvre
2094,CV éphémère Méreau-Méry-Foëcy,Méreau
2103,CV éphémère Culan,Culan
2102,MSP relai Châteaumeillant,Châteaumeillant
2225,Centre de vaccination de Bonneval,Bonneval
2101,Centre de vaccination - MSP relai Levet,Levet
2074,Centre de vaccination - Saint-Cyr-sur-Loire,Saint-Cyr-sur-Loire
2073,Centre de vaccination - Gymnase Onze Arpents de Saint-Avertin,Saint-Avertin
2293,CV éphémère - Sancoins,Sancoins
2364,Centre de vaccination éphémère,Nérondes
2640,CV éphémère Tigy,Tigy
2641,CV éphémère Nogent-sur-Vernisson,Nogent-sur-Vernisson
2636,CV éphémère Beaune-la-Rolande,Beaune-la-Rolande
2637,CV éphémère Lorris,Lorris
2634,CV éphémère Ferrières en Gâtinais,Ferrières-en-Gâtinais
2414,CH Agglomération Montargoise - Grand Public,Amilly
3110,Relais Ambulatoire de Vaccination MSP village médical de Roissy-en-Brie,Roissy-en-Brie
3075,Point relai ambulatoire Paul Lansas de Villeneuve de Berg,Villeneuve-de-Berg
385,Centre hospitalier de Mâcon,Mâcon
2291,Salle Jules Amiot - Illiers-Combray - Complexe sportif Jean Moulin,Illiers-Combray
1435,Centre-site du Casone / ancien Baléone,Ajaccio
2104,Centre communal Bastia / ancien Lupino,Bastia
1052,Centre Communal ( Péristyle du théâtre) Bastia,Bastia
154,GHH site de monod,Montivilliers
3111,Relais Ambulatoire de Vaccination MSP Bois des Granges à Claye-Souilly,Claye-Souilly
2544,Centre de vaccination de l'école de santé Militaires de Lyon-Bron,Bron
2551,Centre vaccination de LURI,Luri
1055,Maison de santé Polygone Bastia,Bastia
393,Hôpital Nord Franche-Comté,Trévenans
125,CH Les Andelys,Les Andelys
74,CHI Eure-seine site Evreux,Évreux
128,CH Bernay,Bernay
66,CHU ROUEN - BATIMENT AUBETTE,Rouen
141,CHI Elbeuf,Saint-Aubin-lès-Elbeuf
94,Avranches,Avranches
788,CHU - Hôpital Saint Julien ,Le Petit-Quevilly
3247,Centre de vaccination Carrefour Nîmes Etoile,Nîmes
589,Gisors : salle des fêtes,Gisors
504,Centre de vaccination Isigny-sur-Mer - mairie,Isigny-sur-Mer
505,Polyclinique du parc - Caen - service soins externes,Caen
789,Salle des Fêtes de Bléville,Le Havre
159,Clinique Vire,Vire Normandie
786,GHH Site Flaubert,Le Havre
1346,Equipe Mobile Résidences Autonomie territoire Calvados,Caen
1345,Equipe Mobile Résidences Autonomie et Territoire Eure,Évreux
796,CHI Caux Vallée de Seine  - Lillebonne ,Lillebonne
581,Halle des expositions d'Evreux,Évreux
1650,VERNON Ancien collège César Lemaitre annexe CH,Vernon
719,Centre de vaccination de Romans sur Isère - Salle des cordeliers,Romans-sur-Isère
1347,Equipe Mobile Résidences Autonomie et Territoire Manche,Saint-Lô
3112,CV éphémère Echilleuses,Échilleuses
802,Rouen - Cabinet médical des Carmes,Rouen
3240,CDV Quetigny,Quetigny
1349,Equipe Mobile Résidences Autonomie et Territoire Orne,Alençon
3113,Relais ambulatoire de vaccination - MSP de Joze,Joze
1874,CD - US DE Val De Reuil / Centre de Détention de Val-de-Reuil,Val-de-Reuil
2330,Centre de vaccination Creully,Creully sur Seulles
2247,Centre de vaccination du Genevois - Archamps,Archamps
503,SEMUR-EN-AUXOIS Caveau des Maréchaux,Semur-en-Auxois
3120,Office Français de l'Immigration et de l'Intégration,Marseille
2329,Centre de vaccination Condé-en-Normandie,Condé-en-Normandie
2238,Centre de vaccination Mézidon Vallée d'Auge,Mézidon Vallée d'Auge
1423,Centre de vaccination de Saint André de l'Eure,Saint-André-de-l'Eure
2927,Centre de vaccination de Saint-Joseph,Saint-Joseph
2196,Barentin – Caux Austreberthe,Barentin
3122,Centre de Vaccination de Boege,Boëge
3119,Centre de Vaccination Espace BALAVOINE,Tiercé
3061,Relai ambulatoire de vaccination - Centre médical de Saint-Denis-lès-Bourg,Saint-Denis-lès-Bourg
2978,Centre éphémère de Mare à Martins,Salazie
1079,Centre de vaccination de la communauté professionnelle territoriale de santé  -  Salle de la Charpenterie à Saint Bonnet de Mure,Saint-Bonnet-de-Mure
3124,la Ville du Bois CVA,La Ville-du-Bois
1712,Centre de vaccination de Bouzonville,Bouzonville
3121,Plan de Campagne - Centre commercial Avant Cap,Cabriès
1239,Centre de vaccination - Pôle Médical Coeur de Gâtine,Parthenay
119,Grand Centre Périgueux - Filature de l'Isle,Périgueux
3115,Centre de vaccination Espace Jouanolou Juillan,Juillan
1155,Centre de vaccination - Bardot,Pont-à-Mousson
163,Centre de vaccination du CHI de Mont de Marsan,Mont-de-Marsan
183,CH OLORON,Oloron-Sainte-Marie
3123,Equipe mobile de la Miséricorde,Caen
2155,BERNAY : centre ville ANNEXE CH BERNAY,Bernay
2525,Centre de vaccination de Beaumont,Beaumont
3127,Centre de vaccination éphémère de l'Isle-Adam,L'Isle-Adam
417,GH HAUT VAL DE SEVRE ET DU MELLOIS - SITE DE ST-MAIXENT,Saint-Maixent-l'École
790,Centre de santé Bauchat-Nation,Paris
131,CHU BORDEAUX - SITE SAINT ANDRE,Bordeaux
1157,Centre de vaccination de la communauté professionnelle territoriale de santé - Saint Priest,Saint-Priest
2499,Centre de vaccination CPTS Portes du Dauphiné ,Charvieu Chavagneux
3014,Centre de vaccination Pôle Médical de Sénart à Lieusaint,Lieusaint
470,Centre de vaccination de Saint Palais,Saint-Palais
3051,Vaccinodrome SDIS 76 Rouen RG,Le Grand-Quevilly
3116,Centre de vaccination éphémère Les 3 Fontaines,Cergy
472,Centre de Vaccination du CH d'ORTHEZ,Orthez
860,Centre de vaccination GHSIF MELUN - Site de Brie Comte Robert,Brie-Comte-Robert
419,LE GRAND FEU,Niort
549,HIHL - SITE DE BELLAC,Bellac
85,CH Eure-seine Vernon Pavillon Aguilar,Vernon
769,Centre de vaccination - salle du Pont du Buy,Brive-la-Gaillarde
806,Centre de vaccination CMC LES CEDRES,Brive-la-Gaillarde
263,Centre de vaccination du CH-Buech Durance LARAGNE,Laragne-Montéglin
870,Centre de vaccination de Montluçon ,Montluçon
620,Centre de vaccination de PARAY LE MONIAL - Salle du Centre associatif Parodien,Paray-le-Monial
3133,Relai Ambulatoire de vaccination - MSP de Haute Maurienne Vanoise,Val-Cenis
2139,Centre de vaccination de Carentan-Les-Marais - Salle des fêtes,Carentan-les-Marais
545,Maison des associations de la ville de Bayonne,Bayonne
823,Centre de vaccination site de Feurs - Salle de l'Eden,Feurs
3131,Centre de vaccination Intercommunal de Saint Marcellin,Saint-Marcellin
628,Centre de vaccination DIGOIN - Grande salle des fêtes,Digoin
921,CENTRE CLINIQUE PASTEUR ROYAN,Royan
3132,ROSTRENEN - Centre Salle des fêtes,Rostrenen
922,Centre de Vaccination Saint Jean d'Angély,Saint-Jean-d'Angély
965,Centre de vaccination de Dignac,Dignac
723,Ville de Salon de Provence - Salle Polyvalente,Salon-de-Provence
3134,Clinique Sainte Odile,Haguenau
3137,Centre de vaccination pédiatrique de Bar-le-Duc,Bar-le-Duc
1037,Centre Hospitalier du pays d'Eygurande,MONESTIERS-MERLINES
999,Maison de santé de Blaye,Blaye
1000,NOUVELLE CLINIQUE DU TONDU,Floirac
2401,VACCI BUS,Tulle
3139,Croix Rouge Polytechnique,Palaiseau
3030,Relai ambulatoire de vaccination - MSP ESPACE SANTE COTIERE - 1er étage,Saint-Maurice-de-Beynost
1140,Centre de vaccination de Saint Vallier,Saint-Vallier
3135,"Relai ambulatoire de vaccination ""La Passerelle""",Arnas
561,Saint Hilaire du Harcouët,Saint-Hilaire-du-Harcouët
2929,Payrac,Payrac
1078,Grand Centre de Vaccination de la Ville de Pau,Pau
1059,Centre de Vaccination - Ville d'Anglet,Anglet
1073,Centre de vaccination Saint Jean de Luz - Bassin de la nivelle ,Saint-Jean-de-Luz
1081,Centre de Vaccination de la Ville de Lescar,Poey-de-Lescar
1080,Centre de santé des Luys-Arzacq,Arzacq-Arraziguet
1871,MA - US / Maison d'Arrêt de Coutances,Coutances
1204,Centre de Vaccination de Dax ville,Dax
3249,Relai ambulatoire - VLEM Vendenheim,Vendenheim
2595,DRAVEIL CVAE (Dialyse),Draveil
1187,Centre de vaccination de La Bourbonnette -  Conseil Départemental Allier,Moulins
3118,"Relais ambulatoire de vaccination - MSP Pédiatrique de Clermont-ferrand ""Les P'tits Soins""",Clermont-Ferrand
1404,Maison de santé pluridisciplinaire du Pays de Lanouaille,Lanouaille
1067,Centre de vaccination de Biarritz - Halle Iraty,Biarritz
360,CENTRE DE VACCINATION DE ARGELES GAZOST,Argelès-Gazost
930,QUIMPERLE - Gymnase Cordiers,Quimperlé
2353,Ville de Colombes,Colombes
1407,Maison de santé du Pays Montponnais,Montpon-Ménestérol
1453,MSP Saint Alvère,Val de Louyre et Caudeau
1174,Centre de vaccination de Nyons - nouvelle maison de pays,Nyons
1489,GH HAUT VAL DE SEVRE ET DU MELLOIS - SITE DE MELLE ,Melle
1411,Centre de vaccination - CPTS du Thouarsais et Val de Thouet,Thouars
1405,Hôpital Privé Francheville,Périgueux
1525,Centre de vaccination - Mairie de Lacanau / pôle de l'aiguillonne,Lacanau
2755, Draveil CVAE Ile de loisirs ,Draveil
812,CENTRE DE VACCINATION DE VIC-EN-BIGORRE,Vic-en-Bigorre
1719,Centre de vaccination Haute Gironde - CARS,Cars
362,CENTRE DE VACCINATION DE BAGNERES-DE-BIGORRE,Bagnères-de-Bigorre
1638,Centre de vaccinations d'Uzerche,Uzerche
1721,Centre de Vaccination - Salle Lucie Aubrac,Floirac
1631,Centre de vaccination EHPAD La Madeleine,Bergerac
3130, DOURDAN  CVAE CRIF,Dourdan
1218,Centre de vaccination de la Ville de Rillieux-La-Pape - Ancienne salle des fêtes Verdun,Rillieux-la-Pape
782,CDV31 Fronton,Fronton
1707,Centre de vaccination de Champdeniers,Champdeniers
3224,CDV31 Vaccibus Verfeil,Verfeil
1734,Centre de Vaccination de Bénéjacq,Bénéjacq
1994,Centre de vaccination - Beaulieu sur Dordogne,Beaulieu-sur-Dordogne
1877,MA - Maison d'arrêt d'angouleme / Maison d'Arrêt d'Angoulême,Angoulême
1885,CD - Unité Sanitaire Niveau 1 - Centre de Détention de MAUZAC / Centre de Détention de Mauzac,Mauzac-et-Grand-Castang
2085,Centre de vaccination aéroport de Pierrefonds,Saint-Pierre
1732,Maison de santé pluridisciplinaire de Lalinde,Lalinde
3138,Centre de vaccination pédiatrique de VERDUN (Salle Cassin),Verdun
2005,Centre de vaccination de Moncoutant - CPTS du Bressuirais,Moncoutant-sur-Sèvre
2110,Centre de vaccination de Nueil-les-Aubiers  - CPTS du Bressuirais,Nueil-les-Aubiers
2031,Centre de vaccination de Saint Martin de Seignanx,Saint-Martin-de-Seignanx
976,Salle des Fêtes SAMATAN,Samatan
2186,CENTRE DE VACCINATION ROYAN,Saint-Sulpice-de-Royan
617,CDV31 Balma,Balma
1995,Centre de vaccination - Corrèze,Corrèze
2056,Centre de vaccination de Soustons,Soustons
2203,centre de vaccination du SDIS - Bassin de Parthenay,Parthenay
2143,Centre de vaccination éphémère de Villeneuve de Marsan,Villeneuve-de-Marsan
2202,centre de vaccination du SDIS - Bassin de Thouars,Thouars
2216,CENTRE DE VACCINATION - BIGANOS,Biganos
2270,Centre SDIS 87,Limoges
403,Centre de vaccination Argelès sur Mer,Argelès-sur-Mer
2199,Centre de vaccination de Bressuire - CPTS du Bressuirais,Bressuire
1300,Centre de vaccination du Pays de Gex - Centre hospitalier du Pays de Gex,Gex
2190,Centre de vaccination - SUD CAN,Mauzé-sur-le-Mignon
3140,Centre de vaccination du Lectourois,Lectoure
1588,MSP CARIGNAN,Carignan
2204,centre de vaccination du SDIS - Bassin de Niort,Vouillé
2369,Centre de vaccination - Margaux-Cantenac - Salle des Fêtes,Margaux-Cantenac
1754,antenne MSP Charlieu ,Charlieu
2358,Centre de vaccination de Garlin,Garlin
2346,Centre de vaccination d'Hasparren,Hasparren
2283,Centre de vaccination intercommunal de Pontacq,Pontacq
2316,Centre de vaccination de Morlaàs,Morlaàs
2315,Centre de vaccination de Bidache,Bidache
2362,Centre de Saint-Pierre d'Irube - Ametzondo,Saint-Pierre-d'Irube
2484,Centre de Sauveterre-de-Béarn (établissements de Coulomme),Sauveterre-de-Béarn
2494,Centre de vaccination de La Roche-Posay,La Roche-Posay
2498,Centre de vaccination éphémère de Saint Paul les Dax,Saint-Paul-lès-Dax
2483,Centre d'Artix,Artix
2404,Centre de vaccination - SADIRAC - Salle Cabralès,Sadirac
2349,Centre de vaccination de Tartas,Tartas
2485,Centre de vaccination de Salies-de-Béarn,Salies-de-Béarn
2495,Centre de vaccination Jarnac (SDIS 16),L'Isle-d'Espagnac
2569,Centre de vaccination éphémère de MONFORT,Montfort-en-Chalosse
2609,centre de vaccination de Bedous,Bedous
2661,Centre éphémère CC ORTHE et ARRIGANS,Pouillon
1991,Centre de vaccination - Objat,Objat
1590,MSP RAUCOURT-ET-FLABA,Raucourt-et-Flaba
2521,Centre de vaccination de Jaunay-Marigny,Jaunay-Marigny
622,CDV31 Rieumes,Rieumes
3143,Relais Ambulatoire Vaccination - MSP L'Etoile - Poissy,Poissy
1591,CHAUMONT-PORCIEN,Chaumont-Porcien
3144,Relais Ambulatoire Vaccination - MSP L'Etoile - Chambourcy,Chambourcy
221,CH Alès,Alès
359,MSP SAINT CHELY D'APCHER - Maison des services,Le Malzieu-Ville
3145,Association de coordination et d'appui sanitaire - CPTS Coeur d'Yvelines,Neauphle-le-Château
1398,Maison de santé pluridisciplinaire de Villefranche-du-Périgord ,Villefranche-du-Périgord
2588,Centre de vaccination Mauroux,Mauroux
1606,MSP de Gençay,Gençay
210,CH Carcassonne,Carcassonne
957,CPTS des Collines de Valbonne - Site MSP Roquefort Les Pins - Salle Charvet,Roquefort-les-Pins
492,Maison Medicale de garde de Carcassonne,Carcassonne
372,Clinique du Sidobre,Castres
209,Centre de vaccination Sélestat -Les Tanzmatten ,Sélestat
373,CH Montauban,Montauban
2980,Centre éphémère Maison de quartier du Ruisseau,Les Avirons
494,Centre FOCH,Perpignan
411,VITRE - Parc expo,Vitré
354,CH Figeac,Figeac
3146,Centre de vaccination Covid 19 - CHRU Nancy – Brabois (réservé aux enfants de 5 à 11 ans),Vandœuvre-lès-Nancy
1670,Centre de vaccination - MSP Crévecoeur le Grand,Crèvecœur-le-Grand
2663,Centre de vaccination de Vergèze,Vergèze
773,CH EVAUX LES BAINS,Évaux-les-Bains
590,CDV31 Cornebarrieu,Cornebarrieu
428,PLOERMEL - CH,Ploërmel
2105,Centre de vaccination Pont-Saint-Esprit,Pont-Saint-Esprit
536,CDV31 Labastide Saint Sernin,Labastide-Saint-Sernin
591,CDV31 Revel,Revel
544,CDV31 Montréjeau,Montréjeau
553,CDV31 Labarthe sur Lèze,Labarthe-sur-Lèze
579,CDV31 Salies du Salat,Salies-du-Salat
3148,"Centre de vaccination - CPTS des 7 villes, Salle Brossolette",Wattrelos
625,MONTPELLIER Centre municipal le Polygone,Montpellier
679,CDV31 Toulouse Bourbaki,Toulouse
3150,Centre ambulatoire IDE de Mothern ,Mothern
654,CDV31 Saint Lys,Saint-Lys
3154,Lieu de vaccination de COMMERCY (salle du Marlat),Commercy
676,CDV31 CHU Toulouse La Grave,Toulouse
671,CDV31 CHU Toulouse Purpan,Toulouse
674,CDV31 CHU Toulouse Rangueil,Toulouse
3151,Centre de Vaccination Ephémère de Vaires-sur-Marne,Vaires-sur-Marne
3152,Centre de vaccination Ephémère de Cesson ,Cesson
599,CDV31 Toulouse Limayrac,Toulouse
3155,Lieu de vaccination de Revigny sur Ornain (ancien Netto),Revigny-sur-Ornain
732,CDV31 Saint Béat,Saint-Béat-Lez
714,CDV31 Villemur sur Tarn,Villemur-sur-Tarn
748,CDV31 Auterive,Auterive
754,CDV31 Toulouse Niel,Toulouse
851,CDV31 Carbonne,Carbonne
718,CDV31 Cazères,Cazères
972,Salle d'animation NOGARO,Nogaro
990,MSP ASCLEPIOS - CAZILHAC,Cazilhac
973,Salle Pierre de Montesquiou  CONDOM,Condom
913,CPTS du Grand Gaillacois - centre de vaccination mairie de Gaillac - salle des Mariages,Gaillac
3153,Opération Ephémère de Vaccination CCial Val d'Europe ,Serris
3262,Centre d'examens de santé,Toulon
936,Centre de vaccination Clinique Toulouse Lautrec,Albi
1020,CDV31 Ramonville Saint Agne,Ramonville-Saint-Agne
977,Salle des Cordeliers AUCH,Auch
752,CDV31 Saint Gaudens,Saint-Gaudens
3251,Centre de Vaccination La Tranche Sur Mer - Salle de l'Aunis,La Tranche-sur-Mer
1118,CDV31 Gragnague,Gragnague
1189,Centre de vaccination de Graulhet - Le Forum,Graulhet
577,Centre de vaccination - CH de Tourcoing,Tourcoing
2213,CENTRE DE VACCINATION INTERCOMMUNAL -ST-MEDARD-EN-JALLES,Saint-Médard-en-Jalles
1030,MSP FLORAC,Florac Trois Rivières
3157,Centre de vaccination « SuperMAN » ,Nancy
1130,Centre de vaccination - Limogne,Limogne-en-Quercy
1201,Salle polyvalente VIC-FEZENSAC,Vic-Fezensac
1195,Salle des fêtes MASSEUBE,Masseube
3125,Centre éphémère Gymnase Denis Pothin ,Les Trois-Bassins
2281,Centre de vaccination de La Balme-de-Sillingy  - HALLE DES SPORTS,La Balme-de-Sillingy
675,CDV31 - CHU Toulouse Larrey,Toulouse
1263,CH SAINT-AFFRIQUE,Saint-Affrique
3158,"Relais Ambualtoire Vaccination -	MSP au fil de l’eau",Pantin
3136,Relai ambulatoire de vaccination - cabinet infirmier Gris,La Mulatière
1221,Centre de Vaccination de Saint Chély d'Apcher,Saint-Chély-d'Apcher
1354,CH Auch,Auch
1304,Polyclinique Le Languedoc,Narbonne
703,Centre de vaccination COVID Albertville-Salle Pierre du Roy ,Albertville
1256,Centre de vaccination Uzès,Uzès
858,Centre de vaccination du CH de Saint Marcellin,Saint-Marcellin
1375,MSP SOUSCEYRAC,Sousceyrac-en-Quercy
1399,Service prévention vaccination,Auch
